,Unnamed: 0,projectID,projectAcronym,organisationID,vatNumber,name,shortName,SME,activityType,street,postCode,city,country,nutsCode,geolocation,organizationURL,contactForm,contentUpdateDate,rcn,order,role,ecContribution,netEcContribution,totalCost,endOfParticipation,active,diffContribution,continent
5288,22153,101091869,R3GROUP,996699251,FR71353969348,CENTRE TECHNIQUE INDUSTRIEL DE LA PLASTURGIE ET DES COMPOSITES,IPC,False,REC,RUE PIERRE ET MARIE CURIE 2,1100,Bellignat,FR,FRK21,"46.2500367,5.6306215",http://www.poleplasturgie.com,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/996699251/101091869,2022-11-25 16:34:13,1974859,1,coordinator,1175922.5,1175922.5,1175922.5,False,,0.0,EU
5289,22154,101091869,R3GROUP,911174254,DE302188475,SOURCEBOOK GMBH,SOURCEBOOK,False,PRC,REICHENBERGER STRASSE 155,10999,Berlin,DE,DE300,"52.497676,13.4237733",,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/911174254/101091869,2022-11-25 16:34:13,1957685,14,participant,201825.0,201825.0,336375.0,False,,134550.0,EU
5290,22155,101091869,R3GROUP,886729478,EL801819052,EVROPAIKO INSTITOUTO TECHNOLOGIAS KAI KAINOTOMIAS VIOMICHANIKIS PARAGOGIS NOTIOANATOLIKIS EVROPIS MONOPROSOPI I.K.E.,EIT MANUFACTURING SOUTH EAST SINGLE MEMBER P.C.,True,PRC,MESOGEION 2-4,11527,ATHENS,EL,EL303,"37.9226935,23.750136050000002",,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/886729478/101091869,2022-11-25 16:34:13,1979374,19,participant,173250.0,173250.0,288750.0,False,,115500.0,EU
5291,22156,101091869,R3GROUP,936502021,,KATTY FASHION SRL,KATTY FASHION,True,PRC,CALEA CHISINAULUI 57,700179,Iasi,RO,RO213,"47.1486222,27.5987431",,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/936502021/101091869,2022-11-25 16:34:13,2634257,23,participant,335100.0,335100.0,558500.0,False,,223400.0,EU
5292,22157,101091869,R3GROUP,952082258,ATU52385100,FILL GESELLSCHAFT MBH,FILL,False,PRC,FILLSTRASSE 1,4942,Gurten,AT,AT311,"48.2402201,13.340523",http://www.fill.co.at,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/952082258/101091869,2022-11-25 16:34:13,2004035,11,participant,184350.0,184350.0,307250.0,False,,122900.0,EU
5293,22158,101091869,R3GROUP,997826391,PT501617582,UNIVERSIDADE DE COIMBRA,UNIVERSIDADE DE COIMBRA,False,HES,PACO DAS ESCOLAS,3004-531,Coimbra,PT,PT16E,"40.3312438,-8.39288289052555",http://www.uc.pt,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/997826391/101091869,2022-11-25 16:34:13,1907348,5,participant,310566.25,310566.25,310566.25,False,,0.0,EU
5294,22159,101091869,R3GROUP,911373783,ESB87857256,FUNDINGBOX COMMUNITIES SL,FBC,True,OTH,CALLE MENDEZ ALVARO 20,28045,Madrid,ES,ES300,"40.4167047,-3.7035825",,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/911373783/101091869,2022-11-25 16:34:13,1946252,18,participant,241125.0,241125.0,241125.0,False,,0.0,EU
5295,22160,101091869,R3GROUP,898637974,EL801125110,EMPHASIS DIGIWORLD AE,Emphasis DigiWorld SA,True,PRC,KAREA 28,116 36,ATHINA,EL,EL303,"38.120787,20.6238812",,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/898637974/101091869,2022-11-25 16:34:13,1979368,10,participant,391500.0,391500.0,652500.0,False,,261000.0,EU
5296,22161,101091869,R3GROUP,908439921,DK39245957,FUNDINGBOX RESEARCH APS,FBR,True,OTH,FORSKERPARKEN 10,5230,Odense,DK,DK031,"55.368746,10.413075",,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/908439921/101091869,2022-11-25 16:34:13,1954358,17,participant,262406.0,262406.0,262406.25,False,,0.25,EU
5297,22162,101091869,R3GROUP,999853303,,UNIVERSITATEA TEHNICA GHEORGHE ASACHI DIN IASI,TECHNICAL UNIVERSITY OF IASI,False,HES,B DUL DIMITRU MANGERON 67,700050,Iasi,RO,RO213,"47.161494,27.5840504",http://www.tuiasi.ro,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/999853303/101091869,2022-11-25 16:34:13,1923132,7,participant,466900.0,466900.0,466900.0,False,,0.0,EU
5298,22163,101091869,R3GROUP,912255319,EL094061318,ELVALHALCOR ELLINIKI VIOMIHANIA HALKOU KAI ALOUMINIOU ANONYMOS ETAIREIA,ELVALHALCOR HELLENIC COPPER AND ALUMINIUM INDUSTRY SA,False,PRC,MESOGEION AVE 2-4 ATHENS TOWER 2ND BUILDING,115 27,ATHINA,EL,EL303,"37.9839412,23.7283052",,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/912255319/101091869,2022-11-25 16:34:13,1977391,22,participant,462000.0,462000.0,770000.0,False,,308000.0,EU
5299,22164,101091869,R3GROUP,886687574,FR15494725997,AVENIR VISION INDUSTRIE,AVENIR VISION INDUSTRIE,False,PRC,440 RUE BARTHELEMY THIMONNIER,69530,Brignais,FR,FRK26,"45.6843323,4.76952",,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/886687574/101091869,2022-11-25 16:34:13,1979369,12,participant,232500.0,232500.0,387500.0,False,,155000.0,EU
5300,22165,101091869,R3GROUP,999702371,LU16853659,NETCOMPANY-INTRASOFT SA,,False,PRC,RUE NICOLAS BOVE 2B,1253,Luxembourg,LU,LU000,"49.604838900000004,6.086305835563419",http://www.intrasoft-intl.com,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/999702371/101091869,2022-11-25 16:34:13,1916280,8,participant,487500.0,487500.0,812500.0,False,,325000.0,EU
5301,22166,101091869,R3GROUP,999894528,EL998219694,PANEPISTIMIO PATRON,UNIVERSITY OF PATRAS,False,HES,UNIVERSITY CAMPUS RIO PATRAS,265 04,Rio Patras,EL,EL632,"38.3018989,21.782579",http://www.upatras.gr,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/999894528/101091869,2022-11-25 16:34:13,1905816,2,participant,1102500.0,1102500.0,1102500.0,False,,0.0,EU
5302,22167,101058731,RobetArme,998018645,ESB97223630,ROBOTNIK AUTOMATION SL,,True,PRC,RONDA AUGUSTE Y LOUIS LUMIERE 6 Y 8,46980,Paterna,ES,ES523,"36.5229634,-5.864702",http://www.robotnik.es,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/998018645/101058731,2022-07-29 11:59:49,1913955,6,participant,669375.0,669375.0,669375.0,False,,0.0,EU
5303,22168,101058731,RobetArme,893864992,ESB33586637,INGENIEROS ASESORES DE CONSTRUCCION SL,INGENIEROS ASESORES,True,PRC,PARQUE TECNOLOGICO DE ASTURIAS CALLE ABLANAL 11,33428,Llanera,ES,ES120,"43.4545737,-5.850642615099105",,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/893864992/101058731,2022-07-29 11:59:49,1974823,11,participant,226875.0,226875.0,226875.0,False,,0.0,EU
5304,22169,101058731,RobetArme,901438364,DE321574819,DIGITALTWIN TECHNOLOGY GMBH,,True,PRC,SCHAAFENSTRASSE 25,50676,Koln,DE,DEA23,"50.784278400000005,7.054957850000006",,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/901438364/101058731,2022-07-29 11:59:49,1966679,9,participant,492900.0,492900.0,492900.0,False,,0.0,EU
5305,22170,101058731,RobetArme,998802502,EL099785242,ETHNIKO KENTRO EREVNAS KAI TECHNOLOGIKIS ANAPTYXIS,CENTRE FOR RESEARCH AND TECHNOLOGY HELLAS CERTH,False,REC,CHARILAOU THERMI ROAD 6 KM,57001,Thermi Thessaloniki,EL,EL522,"40.5472188,23.0219745",https://www.certh.gr,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/998802502/101058731,2022-07-29 11:59:49,1907101,1,coordinator,1125000.0,1040000.0,1125000.0,False,,85000.0,EU
5306,22171,101058731,RobetArme,986125669,IE8F53787S,OVE ARUP & PARTNERS IRELAND LIMITED,,False,PRC,RINGSEND ROAD 50,4,Dublin,IE,IE061,"53.34179305,-6.2314392874231315",,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/986125669/101058731,2022-07-29 11:59:49,2417108,17,participant,272500.0,272500.0,272500.0,False,,0.0,EU
5307,22172,101058731,RobetArme,958280267,EL094014004,ANONYMI ETAIREIA TSIMENTON TITAN,TITAN CEMENT COMPANY SA,False,PRC,HALKIDOS STREET 22A,111 43,Athina,EL,EL303,"37.9839412,23.7283052",,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/958280267/101058731,2022-07-29 11:59:49,2398423,8,participant,348125.0,348125.0,348125.0,False,,0.0,EU
5308,22173,101058731,RobetArme,892351307,BG206280881,DIGITAL SYSTEMS 4.0,,True,PRC,BUL./UL. DOBRICH 30,4002,Plovdiv,BG,BG421,"42.6073975,25.4856617",,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/892351307/101058731,2022-07-29 11:59:49,1972076,12,participant,241875.0,241875.0,241875.0,False,,0.0,EU
5309,22174,101058731,RobetArme,917473628,ESB54992631,INFORMATION CATALYST SL,INFORMATION CATALYST,True,PRC,CALLE REINA 27 PISO 4 PUERTA 7,46800,XATIVA,ES,ES523,"38.6447979,0.0454139",,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/917473628/101058731,2022-07-29 11:59:49,1967891,10,participant,445625.0,445625.0,445625.0,False,,0.0,EU
5310,22175,101058731,RobetArme,999973971,CHE116075613TVA,ECOLE POLYTECHNIQUE FEDERALE DE LAUSANNE,EPFL,False,HES,BATIMENT CE 3316 STATION 1,1015,Lausanne,CH,CH011,"46.5218269,6.6327025",http://www.epfl.ch,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/999973971/101058731,2022-07-29 11:59:49,1905675,19,associatedPartner,,0.0,0.0,False,,0.0,EU
5311,22176,101058731,RobetArme,889626674,DK14375597,CHRISTIANSEN & ESSENBAEK A/S,,True,PRC,EJBY INDUSTRIVEJ 80,2600,Glostrup,DK,DK012,"55.696021,12.426474",,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/889626674/101058731,2022-07-29 11:59:49,1974825,18,participant,516250.0,516250.0,516250.0,False,,0.0,EU
5312,22177,101058731,RobetArme,935409510,EL095444420,ANIMA TECHNIKI EMPORIKI ANONYMI ETAIRIA,ANIMA TECHNICAL COMMERCIAL SOCIETE ANONYME,True,PRC,LEOFOROS MARATHONOS 27,153 51,ATHENS,EL,EL305,"37.9226935,23.750136050000002",,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/935409510/101058731,2022-07-29 11:59:49,1974822,7,participant,571250.0,571250.0,571250.0,False,,0.0,EU
5313,22178,101058731,RobetArme,895196026,DK38151886,COBOD INTERNATIONAL A/S,COBOD,True,PRC,SKUDEHAVNSVEJ 17,2150,NORDHAVN,DK,DK011,"55.716547,12.599277",,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/895196026/101058731,2022-07-29 11:59:49,1974821,5,participant,928750.0,928750.0,928750.0,False,,0.0,EU
5314,22179,101058731,RobetArme,999904616,DK29283958,SYDDANSK UNIVERSITET,SDU,False,HES,CAMPUSVEJ 55,5230,Odense M,DK,DK031,"55.368644,10.428177",http://www.sdu.dk,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/999904616/101058731,2022-07-29 11:59:49,1907613,4,participant,391375.0,391375.0,391375.0,False,,0.0,EU
5315,22180,101058731,RobetArme,887958856,EL801694299,KENTRO IKANOTITON GIA TIN VIOMICHANIA 4.0 APO TO SCHEDIASMO STIN YLOPOIISI IDIOTIKI KEFALAIOUCHIKI ETAIREIA,COMPETENCE CENTER I4BYDESIGN PRIVATE COMPANY,True,PRC,6 CHLM THERMIS THESSALONIKIS 0,570 01,THERMI THESALLONIKIS,EL,EL522,"39.2673721,26.3838064",,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/887958856/101058731,2022-07-29 11:59:49,1982889,1,thirdParty,0.0,85000.0,85000.0,False,,0.0,EU
5316,22181,101058731,RobetArme,999990655,DK30060946,DANMARKS TEKNISKE UNIVERSITET,TECHNICAL UNIVERSITY OF DENMARK DTU,False,HES,ANKER ENGELUNDS VEJ 101,2800,Kongens Lyngby,DK,DK012,"55.7718649,12.5051413",http://www.dtu.dk,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/999990655/101058731,2022-07-29 11:59:49,1905565,2,participant,755000.0,755000.0,755000.0,False,,0.0,EU
5317,22182,101058731,RobetArme,999457349,FR70552045999,BOUYGUES CONSTRUCTION,,False,PRC,avenue EugÃÂ¨ne Freyssinet 1,78280,Guyancourt,FR,FR103,"48.7844313,2.0651381",http://www.bouygues-construction.com,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/999457349/101058731,2022-07-29 11:59:49,2086244,16,participant,530000.0,530000.0,530000.0,False,,0.0,EU
5318,22183,101058731,RobetArme,999991334,BE0419052173,KATHOLIEKE UNIVERSITEIT LEUVEN,KU Leuven,False,HES,OUDE MARKT 13,3000,Leuven,BE,BE242,"50.8780592,4.699407640209",http://www.kuleuven.be,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/999991334/101058731,2022-07-29 11:59:49,1905910,3,participant,740625.0,740625.0,740625.0,False,,0.0,EU
5319,22184,101058731,RobetArme,894729553,,EUROPEAN FACTORY FOUNDATION,European Factory Foundation,False,OTH,LOTHRINGERSTRASSE 14/3,1030,Wien,AT,AT130,"48.2000833,16.3760495",,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/894729553/101058731,2022-07-29 11:59:49,1966304,15,participant,180000.0,180000.0,180000.0,False,,0.0,EU
5320,22185,101058731,RobetArme,899096396,PT514840960,MORE - LABORATORIO COLABORATIVO MONTANHAS DE INVESTIGACAO ASSOCIACAO,MORE COLAB,False,REC,EDIFICIO BRIGANTIA ECOPARK AVENIDA CIDADE DE LEON N506,5300-358,BRAGANCA,PT,PT11E,"41.6014038,-6.3858785",,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/899096396/101058731,2022-07-29 11:59:49,1974824,14,participant,261875.0,261875.0,261875.0,False,,0.0,EU
5321,22186,101058731,RobetArme,944380458,IT06786300159,UNI - ENTE ITALIANO DI NORMAZIONE,UNI,True,OTH,VIA SANNIO 2,20135,Milano,IT,ITC4C,"45.4463086,9.2138495",,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/944380458/101058731,2022-07-29 11:59:49,1948563,13,participant,261875.0,261875.0,261875.0,False,,0.0,EU
5322,22187,101058632,START,954900496,ESB76559152,LA PALMA RESEARCH CENTRE SL,LPRC,True,PRC,CALLE EL CASTILLO EL FRONTON 37,38787,Santa Cruz De La Palma,ES,ES707,"28.8588026,-13.8059175",https://www.lapalmacentre.eu,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/954900496/101058632,2022-09-04 12:23:02,2061058,9,participant,447825.0,447825.0,639750.0,False,,191925.0,EU
5323,22188,101058632,START,998647593,IT04085420265,MATRES SCRL,,True,OTH,VIA ARMANDO DIAZ 21,31100,Treviso,IT,ITH34,"45.6636816,12.2437362",http://www.matres.org,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/998647593/101058632,2022-09-04 12:23:02,2118749,10,thirdParty,0.0,290375.0,290375.0,False,,0.0,EU
5324,22189,101058632,START,883926178,ATU78680526,"GEOSPHERE AUSTRIA - BUNDESANSTALT FUR GEOLOGIE, GEOPHYSIK, KLIMATOLOGIE UND METEOROLOGIE",GEOSPHERE AUSTRIA,False,REC,HOHE WARTE 38,1190,Wien,AT,AT130,"48.2485021,16.3556787",,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/883926178/101058632,2022-09-04 12:23:02,1981150,8,participant,74375.0,74375.0,74375.0,False,,0.0,EU
5325,22190,101058632,START,916526423,PT506506770,"3 DRIVERS - ENGENHARIA, INOVACAO E AMBIENTE SA",,True,PRC,"AVENIDA CONDE VALBOM 6, PISO 6",1050-068,LISBOA,PT,PT170,"38.7353708,-9.1482581",,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/916526423/101058632,2022-09-04 12:23:02,1974609,2,participant,150062.5,150062.5,214375.0,False,,64312.5,EU
5326,22191,101058632,START,998647787,IT03028050262,MBN NANOMATERIALIA SPA,,True,PRC,VIA BORTOLAN 42,31030,Carbonera,IT,ITH34,"45.6838739,12.2863445",http://www.mbn.it,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/998647787/101058632,2022-09-04 12:23:02,1919721,10,participant,741700.0,451325.0,935125.0,False,,483800.0,EU
5327,22192,101058632,START,999429413,DE811289832,BUNDESANSTALT FUER GEOWISSENSCHAFTEN UND ROHSTOFFE,BGR,False,REC,Stilleweg  2,30655,Hannover,DE,DE929,"52.4038539,9.8232932",http://www.bgr.bund.de,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/999429413/101058632,2022-09-04 12:23:02,1907103,4,participant,487000.0,487000.0,487000.0,False,,0.0,EU
5328,22193,101058632,START,953630475,NL811087864B01,RGS DEVELOPMENT BV,RGS,True,PRC,BIJLESTAAL 54 A,1721 PW,BROEK OP LANGEDIJK,NL,NL332,"52.2379891,5.53460738161551",,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/953630475/101058632,2022-09-04 12:23:02,2712275,11,participant,784000.0,784000.0,1120000.0,False,,336000.0,EU
5329,22194,101058632,START,910945140,,sintef,SINTEF,False,REC,STRINDVEGEN 4,7034,Trondheim,NO,NO060,"63.4134536,10.4089353",http://www.sintef.no,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/910945140/101058632,2022-09-04 12:23:02,1944981,13,participant,1000000.0,1000000.0,1000000.0,False,,0.0,EU
5330,22195,101058632,START,999991722,ESQ2818002D,AGENCIA ESTATAL CONSEJO SUPERIOR DE INVESTIGACIONES CIENTIFICAS,CSIC,False,REC,CALLE SERRANO 117,28006,Madrid,ES,ES300,"40.4409945,-3.6878876",http://www.csic.es,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/999991722/101058632,2022-09-04 12:23:02,1905575,15,participant,424931.0,424931.0,424931.25,False,,0.25,EU
5331,22196,101058632,START,985416017,,EUROPEAN POWDER METALLURGY ASSOCIATION AISBL,EPMA,True,OTH,RUE WASHINGTON 40,1050,Bruxelles / Brussel,BE,BE100,"50.8465573,4.351697",https://www.epma.com,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/985416017/101058632,2022-09-04 12:23:02,1939669,5,participant,331093.0,331093.0,331093.75,False,,0.75,EU
5332,22197,101058632,START,994187921,PT508424780,Laboratorio Nacional de Energia e Geologia I.P.,LNEG,False,REC,Rua da Amieira,4466-901,S.Mamede De Infesta,PT,PT11A,"41.1934395,-8.6077323",,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/994187921/101058632,2022-09-04 12:23:02,1908631,1,coordinator,1083942.0,1083942.0,1083942.5,False,,0.5,EU
5333,22198,101058632,START,995391982,SK2020719646,STATNY GEOLOGICKY USTAV DIONYZA STURA,SGUDS,False,REC,MLYNSKA DOLINA 1,81704,Bratislava,SK,SK010,"48.1640484,17.0760971",http://www.geology.sk,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/995391982/101058632,2022-09-04 12:23:02,1908632,12,participant,310000.0,310000.0,310000.0,False,,0.0,EU
5334,22199,101058632,START,889755490,ATU73499136,GEO UNTERWEISSACHER GMBH,,True,PRC,REGIO-TECH 1,6395,Hochfilzen,AT,AT335,"47.469299,12.6316257",,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/889755490/101058632,2022-09-04 12:23:02,1974611,7,participant,204312.5,204312.5,291875.0,False,,87562.5,EU
5335,22200,101058632,START,914191633,DK33370873,TEGNOLOGY APS,,True,PRC,MASKINVEJ 5,2860,SOEBORG,DK,DK012,"55.741476,12.479666",,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/914191633/101058632,2022-09-04 12:23:02,1967587,14,participant,936250.0,936250.0,1337500.0,False,,401250.0,EU
5336,22201,101058632,START,928906145,ESG86597283,ASOCIACION DE SERVICIOS DE GEOLOGIA Y MINERIA IBEROAMERICANOS,ASGMI,False,OTH,"C/ RIOS ROSAS, 23",28003,Madrid,ES,ES300,"40.4167047,-3.7035825",,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/928906145/101058632,2022-09-04 12:23:02,3146552,3,participant,104185.0,104185.0,104185.0,False,,0.0,EU
5337,22202,101058632,START,927647473,PL1231269116,GENICORE SP ZOO,,True,PRC,WOLCZYNSKA 133,01-919,WARSZAWA,PL,PL911,"52.282413399999996,20.915365902016127",,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/927647473/101058632,2022-09-04 12:23:02,1974610,6,participant,588202.0,588202.0,840288.75,False,,252086.75,EU
5338,22203,101092639,FAME,927684139,EL800528841,NOVOMATIX IDIOTIKI KEFALAIOUCHIKI ETAIREIA,NOVOMATIX P.C,True,PRC,ANTINOROS 29,11634,ATHINA,EL,EL303,"37.7719875,20.8979423",,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/927684139/101092639,2023-03-10 21:12:40,1976955,19,participant,223125.0,223125.0,318750.0,False,,95625.0,EU
5339,22204,101092639,FAME,999978045,IE0022578J,UNIVERSITY OF GALWAY,OLLSCOIL NA GAILLIMHE,False,HES,UNIVERSITY ROAD,H91,Galway,IE,IE042,"53.2757442,-9.0584583",http://www.nuigalway.ie,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/999978045/101092639,2023-03-10 21:12:40,1907408,20,participant,799550.0,799550.0,799550.0,False,,0.0,EU
5340,22205,101092639,FAME,891613234,PT513922369,UNIVERSO GC SA,,False,PRC,"LUGAR DO ESPIDO, VIA NORTE",4470-177,Maia,PT,PT11A,"41.25993255,-8.5596950551203",,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/891613234/101092639,2023-03-10 21:12:40,1972666,7,thirdParty,0.0,343000.0,490000.0,False,,147000.0,EU
5341,22206,101092639,FAME,953318426,PT510275575,UNPARALLEL INNOVATION LDA,UNPARALLEL,True,PRC,RUA DAS LENDAS ALGARVIAS LOTE 123,8500-794,Portimao,PT,PT150,"37.19420955,-8.58557729516834",,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/953318426/101092639,2023-03-10 21:12:40,2370894,15,participant,512662.5,512662.5,732375.0,False,,219712.5,EU
5342,22207,101092639,FAME,999697909,DE167866342,JRC CAPITAL MANAGEMENT CONSULTANCY & RESEARCH GMBH,JRC,True,PRC,BREISGAUER STRASSE 22,14129,Berlin,DE,DE300,"52.5045126,13.3349099",,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/999697909/101092639,2023-03-10 21:12:40,2930739,9,participant,578375.0,578375.0,826250.0,False,,247875.0,EU
5343,22208,101092639,FAME,891267526,TR8591177502,TRAILBLU YAZILIM ANONIM SIRKETI,TRAILBLU SOFTWARE,True,PRC,RUMELIHISARI MH BEBEK YOLU SK BOGAZIÃÂI ÃÂNI NO 2 5 201 SARIYER,34470,Istanbul,TR,TR100,"41.1130783,29.008671206401882",,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/891267526/101092639,2023-03-10 21:12:40,1979227,18,participant,245000.0,245000.0,350000.0,False,,105000.0,AS
5344,22209,101092639,FAME,998822969,,UNIVERSITETET I AGDER,UIA,False,HES,UNIVERSITETSVEIEN 25,4604,Kristiansand,NO,NO092,"58.1641496,8.0020001",https://www.uia.no,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/998822969/101092639,2023-03-10 21:12:40,1911641,26,participant,321250.0,321250.0,321250.0,False,,0.0,EU
5345,22210,101092639,FAME,999971837,SI55560822,INSTITUT JOZEF STEFAN,JSI,False,REC,Jamova 39,1000,Ljubljana,SI,SI041,"46.04213075,14.4882416374036",http://www.ijs.si/,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/999971837/101092639,2023-03-10 21:12:40,1905812,24,participant,517875.0,517875.0,517875.0,False,,0.0,EU
5346,22211,101092639,FAME,991350089,EL090033107,DIMOS ATHINAION EPICHEIRISI MICHANOGRAFISIS,DAEM MUNICIPALITY OF ATHENS INFORMATION TECHNOLOGY COMPANY,False,PRC,PIREOS 144 & ECHELIDON 19,118 54,ATHENS,EL,EL303,"37.9841493,23.7279843",,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/991350089/101092639,2023-03-10 21:12:40,2380558,8,participant,231875.0,231875.0,331250.0,False,,99375.0,EU
5347,22212,101092639,FAME,941124556,PT509211690,MC SHARED SERVICES SA,SONAE,False,PRC,"LUGAR DO ESPIDO, VIA NORTE",4470-177,Maia,PT,PT11A,"37.826707,-25.3938782",,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/941124556/101092639,2023-03-10 21:12:40,2517420,7,participant,465500.0,122500.0,665000.0,False,,542500.0,EU
5348,22213,101092639,FAME,919489191,,INTERNATIONAL DATA SPACES EV,INTERNATIONAL DATA SPACES ASSOCIATION IDSA,False,REC,EMIL FIGGE STRASSE 80,44227,Dortmund,DE,DEA52,"52.5205974,13.401979511988369",,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/919489191/101092639,2023-03-10 21:12:40,3099713,29,participant,275000.0,275000.0,275000.0,False,,0.0,EU
5349,22214,101092639,FAME,953366441,DE182676944,ECO VERBAND DER INTERNETWIRTSCHAFTEV,ECO,False,OTH,LICHTSTRASSE 43H,50825,Koln,DE,DEA23,"50.9479511,6.908664",,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/953366441/101092639,2023-03-10 21:12:40,2951136,28,participant,232500.0,232500.0,232500.0,False,,0.0,EU
5350,22215,101092639,FAME,950828727,IT00819200478,GFT ITALIA SRL,GFT,False,PRC,VIA SILE 18,20139,Milano,IT,ITC4C,"45.4667971,9.1904984",,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/950828727/101092639,2023-03-10 21:12:40,2385054,1,coordinator,953575.0,953575.0,1362250.0,False,,408675.0,EU
5351,22216,101092639,FAME,882099862,IT02771790348,CREDIT AGRICOLE GROUP SOLUTIONS SOCIETA' CONSORTILE PER AZIONI,CREDIT AGRICOLE GROUP SOLUTIONS,False,PRC,VIA LA SPEZIA 138/A,43126,PARMA,IT,ITH52,"44.7848023,10.2951105",,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/882099862/101092639,2023-03-10 21:12:40,1984448,32,participant,245000.0,245000.0,350000.0,False,,105000.0,EU
